to,from,Village Census code,Id,,,,,,
19435,14207,77263,31604,,,,,,
11760,11760,76333,26528,,,,,,
14288,14288,77141,31762,,,,,,
11764,11764,76324,26534,,,,,,
11745,11745,76249,26493,,,,,,
14333,14333,75005,31830,,,,,,
19431,14185,77294,31548,,,,,,
11775,11775,76303,26562,,,,,,
11473,11485,76375,25858,,,,,,
14187,14187,77277,31553,,,,,,
11484,11499,76438,25882,,,,,,
14177,14177,77300,31526,,,,,,
11779,11779,83835,26572,,,,,,
14205,14211,77208,31609,,,,,,
14200,14200,77312,31583,,,,,,
14188,14188,72877,48343,,,,,,
14307,14307,0,31786,,,,,,
14179,14179,77316,31533,,,,,,
14333,14333,77101,31831,,,,,,
11770,11770,74913,26548,,,,,,
11464,11464,76341,25824,,,,,,
14313,14325,0,31814,,,,,,
14323,14323,77186,31812,,,,,,
14310,14310,98926,31792,,,,,,
11477,11477,76385,25844,,,,,,
14289,14289,77147,31764,,,,,,
14200,14200,77339,31584,,,,,,
11465,11465,76345,25826,,,,,,
11669,14191,73594,46994,,,,,,
14315,14315,77120,31798,,,,,,
19432,14191,77223,31561,,,,,,
14278,14278,77183,31743,,,,,,
19432,19432,77226,31562,,,,,,
11781,11781,76226,26578,,,,,,
11740,11740,76187,26484,,,,,,
14329,14329,77110,31824,,,,,,
14322,14330,77111,31825,,,,,,
14284,11603,75655,44895,,,,,,
11735,11735,76313,26473,,,,,,
20772,14334,77099,31832,,,,,,
19355,19355,77113,45361,,,,,,
11746,11746,76211,26496,,,,,,
12075,12075,82588,27347,,,,,,
12073,12073,82541,27344,,,,,,
12070,12070,82586,47972,,,,,,
12072,12072,92008,27343,,,,,,
19488,19488,91597,47247,,,,,,
12074,12074,73471,27345,,,,,,
12074,12074,82584,27346,,,,,,
12074,12067,73584,27336,,,,,,
12069,12069,82544,27339,,,,,,
12069,12069,8250,27340,,,,,,
12068,12068,82507,27337,,,,,,
12068,12068,82505,27338,,,,,,
12065,12065,82504,27334,,,,,,
19452,19452,82503,46803,,,,,,
12144,12144,82543,27451,,,,,,
12143,12143,82571,27450,,,,,,
12141,12141,82542,27448,,,,,,
12141,12083,73736,27359,,,,,,
12086,12086,82491,27362,,,,,,
12086,12086,99445,27363,,,,,,
12150,12150,82500,27457,,,,,,
12149,12149,82502,47579,,,,,,
12149,12149,82501,27456,,,,,,
12147,12147,82499,27454,,,,,,
19453,19453,86842,46796,,,,,,
19453,12104,82525,27397,,,,,,
12105,12105,78336,27399,,,,,,
12105,12105,82521,27400,,,,,,
12105,12105,82522,27401,,,,,,
12103,12103,82534,27395,,,,,,
12103,12103,82535,27396,,,,,,
12107,12107,70297,27403,,,,,,
12107,12107,0,27404,,,,,,
12107,12107,82531,27405,,,,,,
12106,12106,82518,27402,,,,,,
20183,20183,82530,27480,,,,,,
19456,19456,82524,27398,,,,,,
12163,12163,82578,27477,,,,,,
12163,12163,82533,27478,,,,,,
19455,19455,82581,27476,,,,,,
19455,12163,82579,27479,,,,,,
19455,12118,82537,27418,,,,,,
12116,12116,82575,27416,,,,,,
12119,12119,82538,27419,,,,,,
12119,12119,82539,27420,,,,,,
12122,12122,82540,27423,,,,,,
12114,12114,82573,27414,,,,,,
12114,12127,82516,27429,,,,,,
12128,12128,82510,27430,,,,,,
12128,12128,82509,27431,,,,,,
12125,12125,82572,27427,,,,,,
12126,12126,82574,27428,,,,,,
12124,12124,82517,27425,,,,,,
12124,12124,82512,27426,,,,,,
12115,12115,82536,27415,,,,,,
12140,12140,82615,27447,,,,,,
12158,12158,82513,27469,,,,,,
12158,12138,82594,27445,,,,,,
12134,12134,82592,27438,,,,,,
12136,12136,82595,39219,,,,,,
12136,12136,82590,27440,,,,,,
12136,12136,92388,27441,,,,,,
12136,12136,82596,27442,,,,,,
12136,12136,82591,27443,,,,,,
12139,12139,82593,27446,,,,,,
12137,12137,82580,27444,,,,,,
12135,12135,73080,27439,,,,,,
12135,12148,82494,27455,,,,,,
12145,12657,100670,28297,,,,,,
12146,12146,82498,27453,,,,,,
12146,12160,72861,27467,,,,,,
12146,12160,91548,27468,,,,,,
12146,12160,82477,27472,,,,,,
12159,12159,82479,27464,,,,,,
12159,12159,82515,27470,,,,,,
12087,12087,82486,27364,,,,,,
12087,12087,82487,27365,,,,,,
12087,12121,82576,27422,,,,,,
12120,12120,82577,27421,,,,,,
12117,12117,82589,27417,,,,,,
12161,12161,82527,27473,,,,,,
12161,12161,82528,27474,,,,,,
12162,12162,82529,27475,,,,,,
12162,12173,82469,27497,,,,,,
12172,12172,82484,27490,,,,,,
12172,12172,82485,27492,,,,,,
12172,12172,82471,27493,,,,,,
19454,19454,82483,27491,,,,,,
19454,19454,82470,27494,,,,,,
19454,19454,91470,27495,,,,,,
12082,12082,82489,27358,,,,,,
12085,12085,82490,27361,,,,,,
12084,12084,82488,27360,,,,,,
12084,12174,82466,27498,,,,,,
12171,12171,82464,27489,,,,,,
12170,12170,82473,27487,,,,,,
12156,12156,82476,27463,,,,,,
12157,12157,82480,27466,,,,,,
20185,20185,82475,27488,,,,,,
20185,12364,83755,27784,,,,,,
12366,12366,83756,27786,,,,,,
12365,12365,99777,27785,,,,,,
12365,12371,83750,27791,,,,,,
12376,12376,100510,27796,,,,,,
12376,12376,100269,27797,,,,,,
12372,12372,83748,27792,,,,,,
12379,12379,83845,27800,,,,,,
12381,12381,83846,27803,,,,,,
12380,12380,0,27801,,,,,,
12380,12380,91510,27802,,,,,,
12382,12382,83781,27804,,,,,,
12383,12383,83780,27805,,,,,,
12377,12377,83782,27798,,,,,,
12377,12387,83768,27836,,,,,,
12390,12390,94349,27840,,,,,,
12390,12390,83770,27841,,,,,,
12390,12390,83771,27842,,,,,,
12388,12388,91667,27837,,,,,,
12388,12388,83773,27838,,,,,,
12389,12389,91773,27839,,,,,,
12391,12391,98827,27843,,,,,,
12391,12391,92173,27844,,,,,,
12391,12400,83763,27855,,,,,,
12401,12401,83767,27856,,,,,,
12403,12403,87391,27859,,,,,,
12402,12402,83776,27857,,,,,,
12402,12402,83775,27858,,,,,,
12236,12236,78819,27854,,,,,,
12418,12418,83809,27877,,,,,,
12420,12420,0,27879,,,,,,
12420,12420,83802,27880,,,,,,
12422,12422,83804,27882,,,,,,
12422,12422,78811,27883,,,,,,
12421,12421,73806,27881,,,,,,
12451,12451,83915,27926,,,,,,
12451,12451,83914,27928,,,,,,
12446,12446,83918,27921,,,,,,
12446,12361,83916,27780,,,,,,
12446,12451,91651,27929,,,,,,
12454,12454,91890,27934,,,,,,
12449,12449,73058,27924,,,,,,
12449,12425,83843,27888,,,,,,
12423,12423,83857,27884,,,,,,
12424,12424,83822,27885,,,,,,
12424,12424,99388,27886,,,,,,
12424,12424,73687,27887,,,,,,
12426,12426,83844,27889,,,,,,
12463,12463,83826,27971,,,,,,
12463,12463,83828,27972,,,,,,
12467,12467,83824,27976,,,,,,
12467,12467,92173,27977,,,,,,
12467,12467,92097,27978,,,,,,
12404,12404,83829,27860,,,,,,
12410,12410,83867,27866,,,,,,
12410,12427,83766,27890,,,,,,
12429,12429,83760,38668,,,,,,
12429,12429,83757,27892,,,,,,
12428,12293,92120,27697,,,,,,
12428,12466,83839,27975,,,,,,
12469,12469,91519,27981,,,,,,
12469,12469,83837,27982,,,,,,
12462,12462,101490,46700,,,,,,
12462,12462,83835,27970,,,,,,
12468,12468,83814,27979,,,,,,
12468,12468,78785,27980,,,,,,
12465,12465,83832,27974,,,,,,
12461,12461,86764,27969,,,,,,
12461,12355,0,27773,,,,,,
12464,12464,91644,27973,,,,,,
12453,12453,83912,27932,,,,,,
12453,12453,95231,27933,,,,,,
12452,12452,91586,27930,,,,,,
12452,12452,83817,27931,,,,,,
12419,12419,83811,27878,,,,,,
12415,12415,83813,27872,,,,,,
12455,12455,87054,27935,,,,,,
12455,12455,83869,27936,,,,,,
12455,12455,83870,27937,,,,,,
12455,12374,83747,27794,,,,,,
12417,12417,83808,27874,,,,,,
12417,12417,69434,27875,,,,,,
12373,12373,91410,27793,,,,,,
12375,12375,91405,27795,,,,,,
12414,12414,83797,27871,,,,,,
12412,12412,83806,27868,,,,,,
12412,12412,83800,27869,,,,,,
12413,12413,69070,27870,,,,,,
12413,12478,83789,27995,,,,,,
12413,12486,83790,28005,,,,,,
12413,12486,83791,28006,,,,,,
12477,12477,83749,27993,,,,,,
12477,12477,83792,38688,,,,,,
12481,12481,83788,27998,,,,,,
12480,12480,99843,27997,,,,,,
12485,12485,83842,28003,,,,,,
12485,12485,83840,28004,,,,,,
12483,12483,73385,28000,,,,,,
12483,12483,87093,28001,,,,,,
12478,12478,102988,27994,,,,,,
12479,12236,83796,27605,,,,,,
12484,12484,0,28002,,,,,,
12482,12482,0,27999,,,,,,
12482,12488,82442,28020,,,,,,
12491,12491,82426,28023,,,,,,
12490,12490,82427,28022,,,,,,
12493,12493,82445,28025,,,,,,
12489,12489,82444,28021,,,,,,
12492,12492,82446,28024,,,,,,
12492,12495,82418,28027,,,,,,
12492,12495,82419,28028,,,,,,
12494,12494,82383,28026,,,,,,
12498,12498,82420,28032,,,,,,
12482,12188,82380,27527,,,,,,
12482,12482,0,27999,,,,,,
12496,12496,72859,28030,,,,,,
12502,12502,82443,28037,,,,,,
12500,12500,82378,28034,,,,,,
12500,12500,70825,28035,,,,,,
12497,12497,82424,28031,,,,,,
12499,12499,82421,28033,,,,,,
20200,20200,73049,28029,,,,,,
20200,12503,82365,28038,,,,,,
12504,12504,87481,28039,,,,,,
12504,12504,82367,28040,,,,,,
12508,12508,82366,28044,,,,,,
12510,12510,82363,28046,,,,,,
12505,12505,82372,28041,,,,,,
12511,12511,82371,28047,,,,,,
12506,12506,82373,28042,,,,,,
12509,12509,82369,28045,,,,,,
12507,12507,82364,28043,,,,,,
12507,12515,82391,28062,,,,,,
12514,12514,82385,28061,,,,,,
12516,12516,82392,28063,,,,,,
12517,12517,82394,28064,,,,,,
12517,12517,82393,28065,,,,,,
12513,12513,82386,28058,,,,,,
12513,12513,82389,28059,,,,,,
12513,12513,72680,28060,,,,,,
12513,12452,91586,27930,,,,,,
12513,12525,82417,28073,,,,,,
12521,12521,86866,28069,,,,,,
12523,12523,82450,28071,,,,,,
12527,12527,82415,28075,,,,,,
12519,12519,82414,28067,,,,,,
12522,12522,82449,28070,,,,,,
12526,12526,82448,28074,,,,,,
12518,12518,82413,28066,,,,,,
12520,12520,82447,28068,,,,,,
12524,12524,82485,28072,,,,,,
12529,12529,82452,28078,,,,,,
12535,12535,82462,28086,,,,,,
12535,12535,82461,28087,,,,,,
12530,12530,82460,28079,,,,,,
12530,12530,0,28080,,,,,,
12533,12533,82458,28084,,,,,,
12532,12532,82456,28083,,,,,,
12536,12536,82407,28088,,,,,,
12536,12536,82405,28089,,,,,,
12072,12531,92008,28081,,,,,,
12072,12072,82451,28082,,,,,,
12528,12528,82453,28076,,,,,,
12528,12528,92173,28077,,,,,,
12540,12540,73669,28095,,,,,,
12538,12538,82375,28092,,,,,,
12538,12538,82376,28093,,,,,,
12537,12537,82382,28090,,,,,,
12537,12537,82425,28091,,,,,,
12537,12544,82441,28099,,,,,,
12542,12542,82438,28097,,,,,,
12545,12545,82440,28100,,,,,,
12541,12541,82439,28096,,,,,,
12546,12546,82436,28101,,,,,,
12543,12543,82437,28098,,,,,,
12543,12552,82398,28107,,,,,,
12543,12552,82411,28108,,,,,,
12543,12552,0,28109,,,,,,
12295,12295,82399,28110,,,,,,
12295,12295,82397,28111,,,,,,
12295,12295,0,28112,,,,,,
12548,12548,82396,28103,,,,,,
12551,12551,82410,28106,,,,,,
12550,12550,82400,28105,,,,,,
12554,12554,82404,28113,,,,,,
12547,12547,72841,28102,,,,,,
12549,12549,82401,28104,,,,,,
12549,12561,82434,28120,,,,,,
12555,12555,69616,28114,,,,,,
12558,12558,69289,28117,,,,,,
12559,12559,82429,28118,,,,,,
12562,12562,82431,28121,,,,,,
12556,12556,82435,28115,,,,,,
12557,12557,82428,28116,,,,,,
12560,12560,70578,28119,,,,,,
12560,12566,83711,28144,,,,,,
12569,12569,83721,28149,,,,,,
12569,12569,83719,28150,,,,,,
12571,12571,83727,28152,,,,,,
12571,12571,83725,28153,,,,,,
12568,12568,83676,28146,,,,,,
12568,12568,83724,28147,,,,,,
12572,12572,74689,28154,,,,,,
12572,12572,83717,28155,,,,,,
12573,12573,70507,28156,,,,,,
12570,12570,83680,28151,,,,,,
12567,12567,83679,28145,,,,,,
12567,12070,83685,27341,,,,,,
12567,12604,83686,28216,,,,,,
12567,12604,83689,28217,,,,,,
12589,12589,83692,28192,,,,,,
12589,12589,83693,28193,,,,,,
12608,12608,0,28221,,,,,,
12608,12265,83642,27655,,,,,,
12608,12608,83682,28222,,,,,,
12608,12163,82578,27477,,,,,,
12610,12610,83635,28225,,,,,,
12610,12610,83636,28226,,,,,,
12610,12574,83714,28157,,,,,,
12575,12575,83713,28158,,,,,,
12576,12576,83715,28159,,,,,,
12577,12577,83716,28160,,,,,,
12577,12578,83743,28161,,,,,,
12577,12581,83694,28164,,,,,,
12579,12579,83695,28162,,,,,,
12580,12580,83696,28163,,,,,,
12582,12582,83626,28165,,,,,,
12583,12583,83629,28166,,,,,,
12585,12585,95123,28168,,,,,,
12585,12376,100269,27797,,,,,,
12586,12982,83632,28885,,,,,,
12586,12586,83631,28169,,,,,,
12586,12588,83618,28190,,,,,,
12586,12588,83633,28191,,,,,,
12619,12619,83634,28235,,,,,,
12619,12619,83617,28236,,,,,,
12619,12596,83728,28207,,,,,,
12594,12594,83667,28202,,,,,,
12590,12590,83737,28194,,,,,,
12590,12590,83736,28195,,,,,,
12590,12590,83734,28196,,,,,,
12590,12590,83739,28197,,,,,,
12591,12591,75049,28198,,,,,,
12599,12599,83740,28211,,,,,,
12592,12592,83662,28199,,,,,,
12593,12593,83663,28200,,,,,,
12593,12593,83666,28201,,,,,,
12598,12598,83729,28210,,,,,,
12597,12597,83732,28208,,,,,,
12597,12597,83733,28209,,,,,,
12595,12595,83669,28204,,,,,,
12600,12600,83742,28212,,,,,,
20202,20202,83735,28203,,,,,,
12464,12464,91644,27973,,,,,,
12464,12464,83672,28206,,,,,,
12464,12601,83621,28213,,,,,,
12602,12602,91581,28214,,,,,,
12602,12606,83702,28219,,,,,,
12603,12603,95577,28215,,,,,,
12607,12607,83700,28220,,,,,,
12609,12609,83699,28224,,,,,,
12611,12611,83684,28227,,,,,,
12605,12605,95200,28218,,,,,,
12616,12616,87758,28232,,,,,,
12612,12612,94813,28228,,,,,,
12613,12613,0,28229,,,,,,
12615,12615,0,28231,,,,,,
12669,12669,0,28311,,,,,,
12669,12617,83683,28233,,,,,,
12618,12618,83681,28234,,,,,,
12629,12629,83708,28251,,,,,,
12355,12355,0,27773,,,,,,
12355,12587,83744,28171,,,,,,
12355,12621,83641,28239,,,,,,
12620,12620,83616,28237,,,,,,
12620,12625,0,28245,,,,,,
12620,12625,0,28246,,,,,,
12625,12625,0,28245,,,,,,
12625,12625,0,28246,,,,,,
12623,12623,83678,28241,,,,,,
12622,12622,83648,28240,,,,,,
12624,12624,83639,28243,,,,,,
12624,12624,83640,28244,,,,,,
19205,12157,91414,27465,,,,,,
19205,19205,65219,28242,,,,,,
19205,12628,83707,28250,,,,,,
12627,12627,83709,28248,,,,,,
12627,12627,83712,28249,,,,,,
12627,12632,83622,28255,,,,,,
12627,12632,83623,28256,,,,,,
12631,12631,83625,28253,,,,,,
12631,12631,92173,28254,,,,,,
12631,12641,83651,28267,,,,,,
12631,12641,83612,28268,,,,,,
12631,12641,88328,28269,,,,,,
12631,12641,83613,28270,,,,,,
12642,12642,83659,28271,,,,,,
12642,12642,83660,28272,,,,,,
12636,12636,83645,28260,,,,,,
12635,12635,83614,28259,,,,,,
12633,12633,73274,28257,,,,,,
12634,12634,83649,28258,,,,,,
12638,12638,87655,28263,,,,,,
12638,12638,83657,28264,,,,,,
12637,12637,87123,28261,,,,,,
12639,12639,83653,28265,,,,,,
12640,12640,83674,28266,,,,,,
19133,12498,82420,41073,,,,,,
19133,12053,93849,27319,,,,,,
12058,12058,82619,27324,,,,,,
12054,12123,98749,27424,,,,,,
12056,12056,82612,27322,,,,,,
12059,12059,82607,27325,,,,,,
12059,12059,82608,27326,,,,,,
12057,12057,82614,27323,,,,,,
12057,12060,82560,27327,,,,,,
12061,12061,82637,27328,,,,,,
12063,12063,82558,27330,,,,,,
12063,12063,69875,27331,,,,,,
12062,12062,82557,27329,,,,,,
12062,12064,82568,27332,,,,,,
12062,12064,82570,27333,,,,,,
12066,12066,82569,27335,,,,,,
12110,12110,82566,27409,,,,,,
12108,12108,82567,27406,,,,,,
12108,12108,73743,27407,,,,,,
12108,12077,82562,27349,,,,,,
12079,12079,82561,27351,,,,,,
12079,12079,0,27351,,,,,,
12424,12424,99388,27886,,,,,,
12078,12078,82550,27350,,,,,,
12165,12165,82495,27482,,,,,,
12165,12092,82645,27370,,,,,,
12091,12091,82647,27369,,,,,,
12093,12093,82648,27371,,,,,,
12090,12090,82643,27368,,,,,,
12089,12089,82650,27367,,,,,,
12096,12096,82644,27374,,,,,,
12095,12095,82649,27373,,,,,,
12088,12088,82646,27366,,,,,,
12088,12101,82624,27393,,,,,,
12100,12100,82625,27392,,,,,,
12098,12098,82622,27389,,,,,,
12099,12099,82617,27390,,,,,,
12099,12099,86974,27391,,,,,,
12099,12281,0,27678,,,,,,
12102,12102,82621,27394,,,,,,
12102,12111,82564,27410,,,,,,
12113,12113,82565,27412,,,,,,
12113,12113,82563,27413,,,,,,
12109,12109,82547,27408,,,,,,
12112,12112,82548,27411,,,,,,
12133,12133,82634,27437,,,,,,
12130,12130,82630,27433,,,,,,
12130,12410,83867,27866,,,,,,
12132,12132,87230,27435,,,,,,
12132,12132,82627,27436,,,,,,
12129,12129,95252,27432,,,,,,
12129,12142,82635,27449,,,,,,
12129,12155,82632,27462,,,,,,
12152,12152,82633,27459,,,,,,
12151,12151,82640,27458,,,,,,
12153,12153,82641,27460,,,,,,
12154,12154,82639,27461,,,,,,
12094,12094,82642,27372,,,,,,
12094,12169,82553,27486,,,,,,
12168,12168,82552,27485,,,,,,
12167,12167,82555,27484,,,,,,
12166,12166,82497,27483,,,,,,
12076,12076,82551,27348,,,,,,
12076,12180,82601,27506,,,,,,
12179,12179,82610,27504,,,,,,
12179,12179,82609,27505,,,,,,
12176,12176,73279,27501,,,,,,
12178,12178,82604,27503,,,,,,
12175,12175,82600,27499,,,,,,
12175,12175,82599,27500,,,,,,
12177,12177,82605,27502,,,,,,
12055,12055,82611,27321,,,,,,
12055,13009,92177,38820,,,,,,
12370,12370,83874,27790,,,,,,
12367,12367,83903,27787,,,,,,
12369,12369,87041,27789,,,,,,
12369,12384,83953,27806,,,,,,
12369,12384,101126,27807,,,,,,
12369,12384,83951,27808,,,,,,
12369,12384,83950,27810,,,,,,
12369,12384,83954,27812,,,,,,
12385,12385,95252,27813,,,,,,
12385,12385,83946,27816,,,,,,
20210,20210,83945,27814,,,,,,
20211,12378,73828,27799,,,,,,
20212,12315,83948,27726,,,,,,
20213,20213,0,27815,,,,,,
12686,12686,83921,28332,,,,,,
12433,12433,76088,27898,,,,,,
12433,12433,83896,27899,,,,,,
12433,12433,83894,27900,,,,,,
12433,12433,83929,27901,,,,,,
12433,12433,927946,27902,,,,,,
12399,12399,70316,27853,,,,,,
12399,12396,83922,27850,,,,,,
12398,12398,83932,27852,,,,,,
12394,12394,0,27847,,,,,,
12394,12394,83936,27848,,,,,,
12392,12418,83933,27876,,,,,,
12393,12393,103205,27846,,,,,,
12411,12411,83868,27867,,,,,,
12409,12409,83860,27865,,,,,,
20214,20214,73593,49147,,,,,,
12405,12405,83864,27861,,,,,,
12406,12406,83866,27862,,,,,,
12406,12432,83939,27896,,,,,,
12406,12432,83938,27897,,,,,,
12431,12431,83931,27894,,,,,,
12431,12431,83926,27895,,,,,,
12430,12430,83923,27893,,,,,,
12430,12436,72884,27905,,,,,,
12434,12434,73739,27903,,,,,,
12435,12352,83877,27770,,,,,,
12435,12441,83881,27912,,,,,,
12435,12441,83882,27913,,,,,,
12435,12441,83880,27914,,,,,,
12438,12438,83883,27908,,,,,,
12442,12442,83884,27915,,,,,,
12770,12770,83893,28496,,,,,,
12444,12444,83892,27917,,,,,,
12437,12437,94587,27906,,,,,,
12437,12437,91563,27907,,,,,,
12439,12439,92103,27909,,,,,,
12439,12439,83889,27910,,,,,,
12443,12443,65413,27916,,,,,,
12443,12534,82459,28085,,,,,,
12638,12638,87655,28263,,,,,,
12445,12445,83919,27919,,,,,,
12445,12445,83908,27920,,,,,,
12447,12447,83905,27922,,,,,,
12447,12456,83955,27938,,,,,,
12447,12456,83957,27939,,,,,,
12447,12456,83958,27940,,,,,,
12447,12456,83956,27941,,,,,,
12459,12459,95252,27946,,,,,,
12459,12459,94326,27947,,,,,,
12458,12458,83941,27944,,,,,,
12458,12458,83940,27945,,,,,,
12457,12457,83943,27942,,,,,,
12457,12457,86661,27943,,,,,,
12939,12388,91667,27837,,,,,,
12939,12939,83850,27988,,,,,,
12470,12470,83851,27983,,,,,,
12471,12471,83854,27984,,,,,,
12472,12472,83855,27985,,,,,,
12473,12473,83863,27986,,,,,,
12476,12476,0,27991,,,,,,
12476,12476,83862,27992,,,,,,
12476,12878,83524,28714,,,,,,
12882,12882,83542,28721,,,,,,
12881,12881,83521,28719,,,,,,
12881,12881,83515,28720,,,,,,
12879,12879,83522,28715,,,,,,
12880,12880,83527,28717,,,,,,
12885,12885,83520,28725,,,,,,
12885,12884,83552,28723,,,,,,
12890,12890,83518,28730,,,,,,
12891,12884,83551,28724,,,,,,
12891,12891,83543,28731,,,,,,
12887,12887,83550,28727,,,,,,
12886,12886,94685,28726,,,,,,
12892,12892,83544,28732,,,,,,
12893,12893,83547,28733,,,,,,
12889,12889,83569,28729,,,,,,
20214,20214,73593,49147,,,,,,
12940,12940,0,28814,,,,,,
12940,12894,83574,28734,,,,,,
12898,12898,83587,28740,,,,,,
12898,12898,78437,28741,,,,,,
12896,12896,83565,28736,,,,,,
12899,12899,83567,28742,,,,,,
12454,12454,83584,28737,,,,,,
12454,12454,83573,28738,,,,,,
12454,12454,91890,27934,,,,,,
12521,12521,86866,28069,,,,,,
12888,12888,99029,28728,,,,,,
12915,12915,83575,28763,,,,,,
12915,12905,83591,28748,,,,,,
12903,12903,99915,28746,,,,,,
12910,12910,83593,28755,,,,,,
12904,12904,83594,28747,,,,,,
12909,12909,83590,28753,,,,,,
12909,12909,83589,28754,,,,,,
12907,12907,83572,28750,,,,,,
12901,12901,83598,28744,,,,,,
12902,12902,0,28745,,,,,,
12908,12908,83586,28751,,,,,,
12908,12908,83588,28752,,,,,,
12911,12453,95231,27933,,,,,,
12236,12236,78819,28749,,,,,,
12900,12900,83568,28743,,,,,,
12900,12913,83556,28759,,,,,,
12900,12913,83555,28760,,,,,,
12917,12933,83537,28789,,,,,,
12917,12917,83557,28765,,,,,,
12916,12916,73440,28764,,,,,,
12912,12912,83561,28757,,,,,,
12912,12912,83562,28758,,,,,,
12914,12914,83559,28761,,,,,,
12914,12914,83563,28762,,,,,,
12914,12918,83493,28766,,,,,,
12922,12922,103431,28775,,,,,,
12921,12921,91421,28772,,,,,,
12921,12921,83513,28773,,,,,,
12921,12921,83516,28774,,,,,,
12919,12919,83512,28767,,,,,,
12919,12919,83517,28768,,,,,,
12920,12920,83511,28769,,,,,,
12920,12920,83510,28771,,,,,,
12942,12942,83497,28817,,,,,,
12942,12942,83492,28818,,,,,,
20660,20660,96392,49748,,,,,,
20660,12931,0,28785,,,,,,
20660,12355,0,27773,,,,,,
12929,12929,83554,28783,,,,,,
12929,12931,93873,28786,,,,,,
12930,12930,94224,28784,,,,,,
12923,12923,83533,28776,,,,,,
12927,12927,83531,28781,,,,,,
12926,12926,72643,28779,,,,,,
12926,12926,83535,28780,,,,,,
12926,12932,83529,28787,,,,,,
12883,12880,72524,28716,,,,,,
12883,12880,0,28718,,,,,,
12883,12883,83541,28722,,,,,,
12317,12317,83528,28782,,,,,,
12933,12933,83540,28788,,,,,,
12933,12934,248755,28795,,,,,,
12933,12938,83606,28811,,,,,,
12936,12936,83600,28808,,,,,,
12935,12935,83604,28805,,,,,,
12935,12935,83603,28807,,,,,,
12939,12938,83605,28810,,,,,,
12939,12939,83601,28806,,,,,,
12939,12939,83607,28812,,,,,,
12939,12159,91514,27471,,,,,,
12937,12937,91563,28809,,,,,,
12937,12946,83545,28824,,,,,,
12947,12947,83505,28826,,,,,,
20200,20200,73049,28828,,,,,,
12943,12920,83502,28770,,,,,,
12943,12943,83496,28819,,,,,,
12944,12944,83501,28820,,,,,,
12944,12944,83498,28821,,,,,,
12944,12944,83500,28822,,,,,,
12945,12945,83546,28823,,,,,,
12941,12941,83503,28816,,,,,,
19474,20200,83507,28827,,,,,,
19832,12952,83577,28833,,,,,,
12954,12954,73240,28835,,,,,,
12951,12951,87648,28831,,,,,,
12951,12951,83579,28832,,,,,,
12953,12953,83580,28834,,,,,,
12949,12949,83581,28829,,,,,,
12950,12950,83602,28830,,,,,,
19908,19908,82265,33033,,,,,,
15069,15069,82269,33106,,,,,,
15232,15232,82155,33357,,,,,,
15233,15233,82157,33358,,,,,,
10640,10640,71755,24508,,,,,,
10276,10108,73739,23804,,,,,,
15079,15079,82356,33117,,,,,,
10243,10243,0,24012,,,,,,
15249,15249,82145,33374,,,,,,
